3MINDIA,AARTIIND,AAVAS,ABB,ABBOTINDIA,ABCAPITAL,ABFRL,ACC,ACE,ADANIENT,ADANIGREEN,ADANIPORTS,ADANIPOWER,AIAENG,AJANTPHARM,ALKEM,ALKYLAMINE,ALLCARGO,ALOKINDS,AMBER,AMBUJACEM,APARINDS,APLAPOLLO,APLLTD,APOLLOHOSP,APOLLOTYRE,ASAHIINDIA,ASHOKLEY,ASIANPAINT,ASTERDM,ASTRAL,ASTRAZEN,ATGL,ATUL,AUBANK,AUROPHARMA,AVANTIFEED,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BALAMINES,BALKRISIND,BALRAMCHIN,BANDHANBNK,BANKBARODA,BANKINDIA,BATAINDIA,BAYERCROP,BBTC,BDL,BEL,BEML,BERGEPAINT,BHARATFORG,BHARTIARTL,BHEL,BIOCON,BIRLACORPN,BLS,BLUEDART,BLUESTARCO,BORORENEW,BOSCHLTD,BPCL,BRIGADE,BRITANNIA,BSE,BSOFT,CANBK,CANFINHOME,CAPLIPOINT,CARBORUNIV,CASTROLIND,CCL,CDSL,CEATLTD,CENTRALBK,CENTURYPLY,CENTURYTEX,CERA,CESC,CGCL,CGPOWER,CHALET,CHAMBLFERT,CHENNPETRO,CHOLAFIN,CHOLAHLDNG,CIEINDIA,CIPLA,COALINDIA,COCHINSHIP,COFORGE,COLPAL,CONCOR,COROMANDEL,CREDITACC,CRISIL,CROMPTON,CUB,CUMMINSIND,CYIENT,DABUR,DALBHARAT,DCMSHRIRAM,DEEPAKFERT,DEEPAKNTR,DIVISLAB,DIXON,DLF,DMART,DRREDDY,ECLERX,EICHERMOT,EIDPARRY,EIHOTEL,ELECON,ELGIEQUIP,EMAMILTD,ENDURANCE,ENGINERSIN,EPL,ERIS,ESCORTS,EXIDEIND,FACT,FDC,FEDERALBNK,FINCABLES,FINEORG,FINPIPE,FORTIS,FSL,GAEL,GAIL,GESHIP,GICRE,GILLETTE,GLAXO,GLENMARK,GMDCLTD,GMMPFAUDLR,GMRINFRA,GNFC,GODFRYPHLP,GODREJCP,GODREJIND,GODREJPROP,GPIL,GPPL,GRANULES,GRAPHITE,GRASIM,GRINDWELL,GRSE,GSFC,GSPL,GUJGASLTD,HAL,HAVELLS,HBLPOWER,HCLTECH,HDFCAMC,HDFCBANK,HDFCLIFE,HEG,HEROMOTOCO,HFCL,HINDALCO,HINDCOPPER,HINDPETRO,HINDUNILVR,HINDZINC,HONAUT,HSCL,HUDCO,IBULHSGFIN,ICICIBANK,ICICIGI,ICICIPRULI,IDBI,IDEA,IDFC,IDFCFIRSTB,IEX,IGL,IIFL,INDHOTEL,INDIACEM,INDIAMART,INDIANB,INDIGO,INDUSINDBK,INDUSTOWER,INFY,INOXWIND,INTELLECT,IOB,IOC,IPCALAB,IRB,IRCON,ISEC,ITC,ITI,J&KBANK,JAIBALAJI,JBCHEPHARM,JBMA,JINDALSAW,JINDALSTEL,JKCEMENT,JKLAKSHMI,JKPAPER,JMFINANCIL,JSL,JSWENERGY,JSWSTEEL,JUBLFOOD,JUBLPHARMA,JUSTDIAL,JWL,JYOTHYLAB,KAJARIACER,KANSAINER,KARURVYSYA,KEC,KEI,KNRCON,KOTAKBANK,KPITTECH,KPRMILL,KRBL,KSB,LALPATHLAB,LAURUSLABS,LEMONTREE,LICHSGFIN,LINDEINDIA,LT,LTF,LTIM,LTTS,LUPIN,M&M,M&MFIN,MAHABANK,MAHLIFE,MAHSEAMLES,MANAPPURAM,MARICO,MARUTI,MASTEK,MCX,METROPOLIS,MFSL,MGL,MHRIL,MINDACORP,MMTC,MOTHERSON,MOTILALOFS,MPHASIS,MRF,MRPL,MUTHOOTFIN,NAM-INDIA,NATCOPHARM,NATIONALUM,NAUKRI,NAVINFLUOR,NBCC,NCC,NESTLEIND,NETWORK18,NH,NHPC,NIACL,NLCINDIA,NMDC,NTPC,OBEROIRLTY,OFSS,OIL,OLECTRA,ONGC,PAGEIND,PATANJALI,PCBL,PEL,PERSISTENT,PETRONET,PFC,PGHH,PHOENIXLTD,PIDILITIND,PIIND,PNB,PNBHOUSING,PNCINFRA,POLYCAB,POLYMED,POONAWALLA,POWERGRID,PRAJIND,PRESTIGE,PRSMJOHNSN,QUESS,RADICO,RAJESHEXPO,RAMCOCEM,RATNAMANI,RAYMOND,RBLBANK,RCF,RECLTD,REDINGTON,RELIANCE,RENUKA,RHIM,RITES,RKFORGE,RTNINDIA,RVNL,SAIL,SANOFI,SAREGAMA,SBILIFE,SBIN,SCHAEFFLER,SCHNEIDER,SHREECEM,SHRIRAMFIN,SIEMENS,SJVN,SKFINDIA,SOBHA,SOLARINDS,SONATSOFTW,SPARC,SRF,STLTECH,SUNDARMFIN,SUNDRMFAST,SUNPHARMA,SUNTECK,SUNTV,SUPREMEIND,SUZLON,SWANENERGY,SYNGENE,TANLA,TATACHEM,TATACOMM,TATACONSUM,TATAELXSI,TATAINVEST,TATAMOTORS,TATAMTRDVR,TATAPOWER,TATASTEEL,TCS,TECHM,TEJASNET,THERMAX,TIINDIA,TIMKEN,TITAGARH,TITAN,TORNTPHARM,TORNTPOWER,TRENT,TRIDENT,TRITURBINE,TRIVENI,TTML,TV18BRDCST,TVSMOTOR,UBL,UCOBANK,ULTRACEMCO,UNIONBANK,UNOMINDA,UPL,USHAMART,VAIBHAVGBL,VARROC,VBL,VEDL,VGUARD,VIPIND,VOLTAS,VTL,WELCORP,WELSPUNLIV,WHIRLPOOL,WIPRO,YESBANK,ZEEL,ZENSARTECH,ZFCVINDIA,ZYDUSLIFE
21628.8,433.65,1506.3,1459.85,8455.1,94.05,208.2,1492.0,91.7,154.1,51.05,400.1,65.35,1765.9,600.2,1640.0,322.45,23.8,3.4,823.55,193.85,539.35,162.95,506.6,1303.5,179.6,208.85,76.5,1306.95,98.05,591.45,2095.95,173.15,3862.75,345.6,583.3,325.7,805.35,2429.65,851.5,3389.4,3663.9,358.4,710.8,140.35,553.75,118.65,86.1,1369.7,2981.75,966.3,151.9,33.6,743.15,257.75,456.75,349.65,68.95,244.85,553.85,23.05,2590.45,361.5,43.3,15558.1,129.55,180.25,2556.9,184.9,83.65,52.0,344.7,425.5,339.1,100.05,240.35,204.65,878.1,20.75,167.3,942.05,2856.45,61.55,159.15,26.05,305.0,159.2,183.3,286.45,463.25,217.6,528.1,157.35,154.85,1244.05,1033.75,526.55,392.15,512.7,1301.05,218.8,205.3,685.6,470.1,384.95,1015.85,511.0,100.7,300.4,1537.85,467.5,185.25,1433.0,2502.45,501.4,1741.9,172.9,173.75,22.75,123.9,278.05,1088.7,99.85,119.15,480.85,558.8,194.15,45.45,186.05,103.9,386.1,1368.55,98.0,133.1,42.4,39.25,80.95,226.45,211.85,6947.15,1046.85,429.5,64.65,441.5,13.6,218.55,753.7,660.4,480.1,946.4,50.1,64.15,97.6,296.0,909.65,567.85,104.05,81.05,184.95,158.1,305.9,755.35,21.8,441.1,1844.65,1189.55,483.05,1221.5,2240.15,19.05,198.75,38.85,152.35,1661.25,135.05,24627.95,102.6,30.8,560.05,419.6,1089.8,389.15,36.4,12.35,29.6,45.0,43.2,281.05,149.7,145.1,101.9,639.45,233.3,1630.65,1434.3,217.25,650.85,17.5,262.6,12.65,69.85,463.9,9.05,31.85,181.1,227.1,96.2,39.65,26.5,169.7,91.05,72.7,140.7,964.45,318.8,113.3,69.9,32.85,66.5,251.75,247.85,348.45,779.8,17.8,141.55,558.45,287.25,64.5,317.2,467.8,140.25,1492.5,94.85,119.55,300.9,137.8,1034.05,68.05,67.3,494.85,503.85,1425.45,105.0,1532.1,1592.25,729.55,628.2,222.65,14.35,134.4,201.25,123.3,343.55,6197.35,439.4,796.6,968.3,415.25,731.5,156.85,104.35,24.45,46.45,676.85,858.25,56064.45,59.3,569.2,190.85,510.7,38.65,2250.5,689.15,57.8,88.45,1107.05,26.9,234.2,18.6,143.75,50.0,62.5,107.9,612.65,2452.4,86.9,219.2,123.5,20016.25,493.8,49.05,952.15,293.7,196.05,72.35,10308.85,647.35,1194.3,1178.5,78.35,638.4,209.5,628.6,184.7,126.9,88.8,129.55,281.2,90.45,430.5,299.8,713.25,770.15,642.95,753.3,639.8,52.65,81.15,39.3,1150.4,9.15,202.05,187.65,93.1,2.4,23.6,44.25,4625.35,51.15,750.75,345.8,938.3,95.25,21174.95,955.6,1322.45,18.15,1744.65,526.6,1179.65,110.95,118.6,597.45,160.55,1553.55,492.15,370.05,467.35,433.15,1050.75,4.65,104.45,329.85,65.6,244.6,266.65,259.45,845.7,793.1,164.2,79.9,67.55,19.95,2004.15,590.15,138.25,1027.9,380.5,680.4,60.8,1249.0,728.25,267.65,445.05,5.55,101.75,65.8,3.9,24.1,419.95,1339.4,19.3,4522.65,75.75,154.5,661.45,30.45,149.8,469.0,139.35,78.9,239.95,426.55,610.3,202.8,127.3,54.95,1566.95,278.0,96.25,343.6,233.1,6115.3,219.1
21589.95,426.3,1471.85,1362.6,8427.45,92.55,205.55,1463.7,91.9,145.4,47.6,388.05,63.65,1743.55,598.4,1650.45,317.45,23.3,3.35,825.15,188.55,539.0,158.3,498.6,1285.0,175.9,207.2,74.05,1305.95,94.65,585.45,2036.6,166.45,3874.15,339.85,575.7,324.6,802.6,2385.8,841.3,3289.1,3650.8,352.25,698.85,143.2,542.1,119.65,85.6,1361.95,3057.05,941.35,145.4,32.05,735.7,252.15,439.65,351.65,66.2,236.15,558.65,20.75,2581.7,353.85,42.2,15204.2,126.15,176.05,2542.05,181.55,81.05,52.75,347.1,404.55,344.25,97.75,235.85,200.7,868.0,20.8,162.05,902.55,2878.45,60.6,158.8,24.95,305.9,157.2,181.8,283.4,472.25,220.75,526.6,151.55,154.7,1230.45,1057.7,529.05,384.4,511.8,1307.65,217.3,200.65,664.25,468.05,389.15,994.1,527.3,97.65,298.85,1529.3,459.8,177.95,1356.15,2501.05,482.7,1726.05,166.5,173.1,22.45,123.45,278.25,1047.7,94.55,119.05,479.3,529.75,190.6,41.65,177.75,102.5,384.6,1355.8,96.85,132.05,41.25,38.85,80.55,219.9,213.4,6873.45,1043.6,420.05,64.0,439.75,13.6,206.95,740.8,657.65,480.05,925.05,48.7,63.95,96.55,291.8,895.55,569.1,101.2,78.75,182.9,159.0,298.8,737.75,22.05,430.8,1810.0,1184.1,467.9,1199.45,2159.45,19.55,191.05,38.15,151.75,1659.2,132.1,24234.5,101.95,29.6,578.75,419.75,1072.15,393.65,34.75,12.0,29.4,43.4,43.4,276.4,146.05,143.45,101.45,651.05,230.3,1557.1,1472.2,215.55,636.8,17.25,260.7,12.75,67.95,464.05,8.85,32.15,180.3,228.55,93.45,38.6,26.25,169.65,89.65,70.45,132.75,968.5,325.4,111.05,69.75,32.3,66.15,244.05,243.05,340.5,770.75,17.35,143.15,536.65,283.55,64.1,315.2,464.65,139.1,1511.8,94.3,118.65,240.75,137.1,1035.55,66.55,66.0,493.0,521.0,1413.35,108.5,1541.25,1594.25,711.55,600.05,223.7,14.5,130.45,200.5,123.15,347.8,6022.7,432.05,781.15,957.15,416.2,714.35,153.55,103.7,23.6,45.0,676.1,847.5,55532.7,58.7,570.15,190.65,508.9,37.3,2217.45,683.9,54.3,86.95,1113.8,26.4,227.1,18.5,145.25,49.55,59.35,102.65,573.35,2496.05,84.85,216.5,119.35,19559.1,469.1,48.15,973.05,296.85,192.95,71.4,10215.85,637.3,1174.25,1159.1,78.1,640.95,201.65,602.35,180.55,122.65,86.95,125.35,268.25,90.85,424.6,291.0,721.9,760.05,636.9,720.85,619.05,50.0,80.75,37.75,1131.9,9.05,200.35,184.8,92.45,2.3,22.55,41.2,4654.85,49.25,746.9,348.85,915.65,94.25,20940.45,968.75,1226.95,18.15,1734.4,524.45,1161.4,111.05,117.2,584.6,162.6,1530.9,492.25,354.15,447.6,408.85,1045.35,4.45,104.15,326.1,64.75,239.7,265.7,256.5,823.05,787.15,159.2,77.2,66.1,19.25,1933.05,573.7,136.4,1011.0,380.7,668.8,59.2,1237.15,718.85,261.05,435.7,5.45,100.55,63.4,3.75,23.85,412.15,1352.05,19.5,4402.6,75.1,148.1,630.6,29.65,149.95,462.1,137.95,75.5,234.85,434.05,591.75,198.3,125.7,54.2,1547.95,266.25,88.15,333.45,232.95,6123.6,211.65
20977.6,424.15,1498.15,1309.8,8223.7,89.1,207.25,1421.3,85.8,137.15,44.85,383.6,62.1,1737.45,584.65,1683.3,316.15,23.0,3.3,817.9,184.25,523.85,158.65,504.25,1281.65,168.85,206.15,72.1,1288.25,90.7,576.7,1946.15,162.55,3823.25,338.35,565.65,312.9,779.5,2331.45,757.3,3201.2,3350.6,337.95,680.6,147.05,526.5,114.3,76.95,1340.4,3062.85,898.65,136.15,29.95,717.3,245.95,431.05,343.55,63.5,236.35,547.15,16.65,2559.3,355.8,42.35,14709.5,123.0,176.1,2502.75,179.1,75.0,48.9,348.8,411.3,335.4,95.25,230.35,199.8,848.3,20.0,157.85,871.4,2811.35,60.65,149.95,22.8,303.2,148.9,171.05,271.4,471.4,216.35,515.55,145.6,151.65,1218.85,1052.35,509.1,376.25,489.95,1310.7,217.35,194.85,676.5,459.45,383.45,970.1,533.7,92.05,298.2,1495.95,440.6,173.6,1393.0,2496.0,462.3,1672.25,160.7,171.25,21.7,123.8,273.75,992.95,89.7,119.1,469.85,508.4,187.25,37.65,176.2,100.35,376.3,1360.45,95.15,129.9,40.3,37.0,79.45,208.4,207.95,6716.9,1042.6,425.95,61.5,431.25,13.55,202.0,719.05,637.7,481.75,889.45,47.5,62.15,92.45,283.9,858.4,549.9,99.95,76.35,173.95,156.0,290.85,719.45,21.65,440.4,1745.75,1154.0,457.05,1127.95,2045.9,19.25,189.8,37.35,149.4,1624.15,129.05,23692.3,99.0,27.8,548.25,409.7,1036.6,376.85,33.1,11.45,28.75,42.1,43.45,276.05,138.45,141.0,92.85,661.8,216.5,1566.15,1418.35,216.75,636.45,17.25,262.1,12.2,64.3,461.85,8.65,30.6,175.85,226.95,92.65,38.35,25.05,170.95,86.4,67.8,134.0,954.9,318.15,106.35,68.45,31.3,64.8,243.75,245.05,339.35,771.95,16.65,143.6,536.2,271.2,63.2,307.7,446.35,137.9,1470.05,93.2,116.8,232.1,133.8,1074.15,65.75,66.0,479.05,494.15,1351.65,106.0,1510.05,1537.8,710.0,594.25,219.1,13.95,128.75,197.9,117.25,340.6,5718.45,418.35,751.95,949.1,400.45,699.55,151.75,99.65,22.55,43.25,653.65,833.8,54316.1,58.05,548.4,190.6,501.7,36.5,2198.55,657.05,50.95,85.0,1099.35,24.7,226.8,18.1,140.55,47.9,57.35,97.45,543.15,2438.45,81.6,199.85,112.6,19111.7,454.3,45.95,937.0,290.55,190.75,69.35,10227.5,604.9,1167.8,1106.8,69.5,644.3,196.45,583.65,174.7,113.8,85.0,118.05,251.15,91.5,405.9,277.85,689.45,742.55,638.9,706.1,613.25,47.0,77.75,37.2,1121.75,8.9,197.25,178.15,88.75,2.05,21.9,39.5,4704.95,48.85,752.5,334.4,904.45,91.1,20400.45,928.35,1215.0,17.85,1699.2,516.35,1129.65,112.45,113.35,564.7,153.1,1511.3,474.15,346.15,430.25,400.05,1063.1,4.2,103.45,315.25,61.65,234.35,261.55,253.6,804.75,774.95,153.6,74.15,64.2,18.85,1944.05,573.1,131.3,987.95,379.1,656.75,55.0,1212.3,720.15,259.35,422.75,5.3,100.7,60.15,3.6,22.35,399.3,1346.85,19.4,4276.3,68.8,140.35,627.1,28.55,151.15,452.75,139.65,74.7,228.1,419.5,580.05,197.05,122.3,52.25,1527.75,261.4,93.15,322.6,230.7,6085.7,207.9
20731.05,409.4,1496.65,1353.45,8279.05,89.9,200.4,1470.75,84.85,139.35,49.6,390.55,67.15,1716.25,581.1,1684.2,316.2,22.5,3.25,819.25,189.35,525.85,157.05,497.25,1306.65,167.85,204.95,71.25,1269.75,88.85,577.8,1975.65,163.5,3810.85,330.3,582.05,314.7,782.8,2338.7,783.45,3304.7,3536.9,335.45,689.05,141.9,519.0,115.45,77.95,1306.4,2997.15,892.9,138.95,31.75,711.5,246.7,435.8,349.2,63.4,240.95,579.4,16.4,2530.05,346.45,41.65,14728.9,122.75,178.45,2486.1,177.25,74.35,49.85,354.4,404.75,336.2,95.65,224.6,196.6,847.8,19.85,155.5,883.2,2804.5,61.95,148.0,23.1,300.15,144.05,167.45,278.0,477.9,214.8,525.45,143.85,149.3,1222.3,1045.35,504.5,372.45,493.0,1307.85,213.4,194.45,673.65,467.4,388.15,971.8,521.05,91.9,293.2,1523.9,444.05,174.8,1374.95,2499.0,448.35,1672.75,160.95,170.05,21.85,122.5,272.0,973.3,91.25,118.85,477.5,524.2,187.85,38.4,172.45,101.9,376.3,1379.25,94.35,129.15,41.85,34.45,77.35,204.9,206.9,6627.7,1031.0,438.25,61.5,429.2,13.8,202.45,716.05,633.05,481.7,899.3,47.0,63.55,94.1,278.85,880.0,564.85,100.95,76.05,175.65,159.2,291.3,712.05,21.5,432.65,1784.25,1139.45,450.1,1109.55,2100.85,19.6,190.1,37.1,151.95,1611.85,129.75,23250.3,98.4,28.5,546.75,412.2,1042.9,378.3,33.6,11.35,28.2,42.95,43.1,282.35,136.75,140.9,93.45,652.05,217.65,1561.4,1433.35,215.3,634.6,17.4,262.2,12.05,67.55,465.05,8.75,30.85,175.9,223.4,90.85,38.8,25.5,173.95,86.8,67.9,134.5,943.45,326.95,109.0,71.1,31.4,65.6,243.85,240.5,341.6,812.25,16.45,144.15,541.15,275.75,63.65,303.55,458.4,136.75,1457.65,92.55,116.8,219.65,136.7,1060.35,66.55,65.55,497.45,493.95,1384.55,106.45,1481.05,1552.85,726.4,591.35,220.1,13.9,131.25,196.05,117.55,340.1,5630.15,423.85,761.9,942.35,417.15,695.15,152.1,97.75,22.7,43.3,660.35,813.9,54112.75,57.8,559.9,194.5,512.1,36.55,2184.5,639.9,53.25,84.6,1088.7,25.3,223.25,18.3,140.15,51.5,58.6,97.4,581.85,2458.1,86.7,200.5,113.35,19062.65,469.1,45.8,972.3,291.25,187.75,69.8,10286.3,623.6,1146.55,1140.45,71.0,636.0,200.0,593.85,176.5,114.65,86.5,118.4,269.65,90.05,409.1,281.25,687.15,761.7,627.9,707.6,613.7,47.0,66.55,37.05,1146.9,9.05,201.3,178.4,90.2,2.05,22.25,40.0,4678.85,49.7,752.35,338.4,896.8,91.1,20783.4,946.2,1227.45,18.95,1697.95,533.55,1124.7,113.2,118.65,548.1,152.55,1509.75,459.35,364.65,448.65,397.7,1048.85,4.35,104.5,313.9,64.75,235.05,258.75,253.6,814.8,768.9,154.85,74.05,64.15,18.85,1906.45,569.35,132.85,1011.1,377.55,679.3,53.95,1063.75,728.8,263.65,437.9,5.25,100.7,61.35,3.75,22.9,414.8,1322.8,18.8,4379.85,69.8,134.8,606.2,28.55,146.6,457.4,140.4,74.5,231.5,430.15,573.2,197.05,121.65,52.25,1519.65,260.05,91.35,319.8,227.65,6103.2,213.55
20860.8,398.6,1499.65,1338.1,8419.7,89.5,196.35,1453.5,86.05,137.6,49.1,390.55,62.95,1701.35,577.5,1687.2,316.6,22.6,3.15,826.15,187.35,525.65,156.2,489.9,1296.3,168.45,203.75,72.1,1271.6,90.2,590.0,1988.75,162.35,3698.25,326.75,575.6,317.5,765.9,2300.1,763.8,3270.05,3366.05,334.3,683.45,146.35,529.25,113.95,77.7,1285.35,2986.3,899.8,136.85,30.75,692.65,246.75,425.35,345.6,63.0,242.55,574.6,16.45,2534.35,346.05,40.3,14667.05,119.15,173.35,2492.3,176.15,70.15,49.85,354.2,403.25,335.25,95.25,227.05,194.05,845.3,19.85,147.7,867.25,2803.9,61.1,147.0,22.2,294.1,137.8,161.4,274.8,493.55,213.35,521.75,146.2,150.05,1216.7,1032.9,510.35,367.0,491.35,1318.95,211.6,193.9,669.0,468.65,391.45,967.65,502.75,90.45,294.0,1541.3,450.65,169.15,1350.8,2485.35,444.85,1647.5,157.2,168.2,21.3,122.2,268.1,973.45,92.0,118.45,474.6,526.25,187.3,38.35,166.55,100.55,375.1,1365.15,93.2,128.05,42.35,33.25,76.25,198.9,213.15,6507.25,1029.9,435.05,61.4,415.55,13.55,200.4,699.05,624.25,482.95,908.7,47.55,63.3,92.55,280.45,882.45,564.9,99.25,75.5,178.15,161.45,288.4,700.2,21.5,431.85,1783.5,1144.05,450.1,1114.3,2062.95,19.9,186.0,36.55,151.3,1591.8,125.6,23044.75,96.35,28.25,524.85,414.5,1026.75,369.9,33.3,11.25,28.2,42.65,44.05,282.75,137.2,141.4,91.85,650.9,218.45,1393.7,1428.7,214.65,636.15,17.3,262.15,12.1,66.1,465.15,8.75,30.5,178.25,223.4,88.75,37.95,25.3,171.75,85.85,66.35,130.5,948.95,322.75,106.4,70.45,30.8,64.75,236.95,242.8,336.1,775.35,16.2,143.8,531.15,275.05,64.2,304.8,452.05,134.7,1470.6,89.0,117.7,216.05,132.7,1053.25,65.9,64.85,471.1,498.15,1360.0,104.35,1472.1,1559.9,735.2,581.0,218.4,13.9,134.15,195.5,114.9,340.1,5613.5,419.6,751.7,974.3,410.5,698.25,152.25,100.1,22.3,43.25,652.45,814.8,54733.2,57.65,552.25,193.8,510.0,35.8,2186.3,631.85,51.7,81.05,1075.95,24.45,221.2,18.05,139.65,49.95,60.95,97.05,561.15,2383.05,85.55,201.0,112.05,19337.95,469.1,46.1,946.3,291.65,189.45,67.95,10247.95,642.7,1151.9,1099.15,69.45,631.65,196.9,596.3,174.3,106.7,86.75,116.05,263.75,90.0,409.4,280.55,689.05,769.7,635.85,692.85,612.85,46.75,69.35,34.8,1145.8,8.8,196.55,178.4,88.45,2.1,21.85,39.05,4613.15,49.1,735.45,333.4,878.55,91.9,20777.35,929.8,1181.35,19.15,1666.6,512.85,1125.2,110.7,120.6,541.45,153.2,1510.3,446.65,370.15,444.75,389.0,1032.15,4.45,103.7,312.85,67.95,235.4,266.95,242.15,810.7,768.35,150.7,72.4,62.1,18.3,1884.0,568.45,130.2,1006.65,379.45,691.85,52.75,1065.9,730.25,261.0,431.1,5.3,100.05,60.25,3.9,22.45,405.75,1324.55,18.85,4373.5,68.8,148.05,601.3,28.4,146.65,452.0,138.7,73.8,224.9,411.95,568.35,197.0,119.5,53.15,1529.1,261.45,93.0,320.75,228.05,6097.65,211.3
20608.2,396.2,1514.75,1332.55,8450.6,90.05,198.4,1466.7,85.75,139.2,49.45,398.15,62.7,1710.15,575.6,1704.4,314.2,22.8,3.15,842.65,189.9,521.05,154.85,503.8,1293.5,169.4,198.9,72.4,1280.75,92.85,587.45,1983.1,163.0,3659.3,334.7,583.5,314.95,763.1,2326.95,762.8,3268.7,3393.6,324.75,694.2,140.4,550.6,115.55,79.1,1261.5,2963.4,906.1,136.95,31.6,745.5,244.95,445.85,347.75,61.35,248.5,597.35,17.85,2515.45,356.25,40.15,14767.8,119.5,173.45,2488.35,172.25,68.1,50.8,362.15,407.6,339.3,95.4,224.2,194.15,839.3,19.85,144.8,881.9,2757.55,62.0,146.25,21.7,310.05,139.7,159.15,275.85,492.4,209.9,528.9,147.2,150.55,1224.6,1020.55,512.7,369.0,487.3,1311.2,211.85,198.1,682.45,467.7,391.0,998.3,487.2,90.5,294.2,1527.25,453.55,177.05,1373.0,2551.15,443.2,1672.35,158.6,166.5,21.3,123.25,271.8,975.55,92.55,118.85,474.3,535.6,190.55,38.0,166.5,100.1,368.15,1393.95,92.7,127.7,42.7,33.75,77.55,202.45,214.15,6658.25,1024.7,440.3,61.5,420.1,13.6,200.65,699.25,622.1,480.45,931.0,47.0,62.0,90.7,260.15,888.05,561.4,100.3,75.7,181.2,158.85,291.6,693.0,21.7,432.65,1760.15,1152.85,462.0,1035.75,2155.6,21.2,190.65,36.9,151.25,1603.15,128.4,23160.9,93.75,28.3,534.85,410.3,1025.0,378.25,33.75,11.65,28.35,42.75,44.5,284.15,136.05,142.1,92.85,650.8,218.7,1350.25,1480.55,218.75,639.95,17.2,262.15,12.2,66.0,466.55,8.7,30.85,179.15,225.45,88.2,38.35,25.75,169.35,85.1,66.85,132.55,946.4,319.9,106.7,69.45,31.25,63.75,248.45,240.3,333.8,764.9,16.75,143.35,535.05,273.95,64.95,307.65,458.35,134.7,1479.7,84.7,118.5,226.9,135.1,1051.15,67.15,64.8,469.25,494.1,1356.05,104.85,1470.35,1547.9,728.9,592.7,214.1,13.95,133.45,198.45,115.75,337.95,5711.35,433.55,764.65,990.3,407.8,712.5,154.8,98.8,22.35,44.0,654.15,837.9,55692.1,59.5,562.55,194.3,507.45,35.8,2266.15,648.1,52.2,79.45,1071.9,24.7,228.85,18.1,137.9,49.9,59.05,96.95,545.05,2488.05,85.2,197.15,113.15,19982.75,449.35,45.5,959.25,290.05,194.15,68.65,10228.65,645.0,1155.8,1120.25,71.2,635.9,193.85,600.4,174.15,105.05,88.15,115.1,264.8,90.45,420.2,282.3,690.2,759.1,622.7,699.9,621.05,46.95,70.25,37.05,1148.2,8.85,201.4,178.15,90.15,2.05,22.0,39.85,4667.6,50.45,747.45,341.85,863.45,91.4,21009.8,938.2,1203.9,19.65,1692.85,515.5,1133.85,109.1,119.35,541.1,153.7,1540.45,448.85,375.75,438.5,395.9,1028.6,4.6,104.5,310.75,68.65,236.05,290.95,246.25,804.45,772.9,155.85,75.25,63.1,18.6,1878.95,560.75,128.7,997.95,379.45,692.25,53.05,1061.85,730.2,268.65,445.35,5.25,100.6,58.4,4.0,22.75,418.45,1336.95,18.95,4430.5,70.05,147.8,597.9,28.45,146.85,448.15,140.15,75.5,225.55,407.4,568.0,196.75,119.2,53.75,1527.5,262.25,92.45,342.0,221.9,6075.9,216.9
